name,memory_size,memory_type,bus_speed,module_sticks,module_capacity,first_word_latency,cas_latency
Corsair Dominator Titanium,64.0,5,6000,4,16,12.0,36.0
TEAMGROUP T-Force Vulcan,32.0,5,6400,2,16,12.5,40.0
Corsair Vengeance RGB,64.0,5,5600,4,16,12.857,36.0
Klevv BOLT X,32.0,4,3200,2,16,10.0,16.0
Kingston Fury Renegade RGB,32.0,5,6400,2,16,10.0,32.0
Netac Shadow II,32.0,4,3200,2,16,10.0,16.0
OLOy WarHawk RGB,16.0,4,3200,2,8,10.0,16.0
Corsair Vengeance RGB,64.0,5,6600,4,16,9.697,32.0
Kingston Fury Renegade RGB,48.0,5,6400,1,48,10.0,32.0
Corsair Dominator Platinum RGB,32.0,5,5600,2,16,12.857,36.0
Corsair Dominator Platinum RGB,32.0,5,5200,2,16,15.385,40.0
Mushkin Enhanced Redline Stiletto,16.0,4,3600,2,8,10.0,18.0
PNY Performance,8.0,4,3200,1,8,13.75,22.0
Crucial CT8G4DFS824A,8.0,4,2400,1,8,14.167,17.0
ADATA XPG GAMMIX D30,16.0,4,3200,2,8,10.0,16.0
Silicon Power XPOWER Zenith Gaming,16.0,4,3200,2,8,10.0,16.0
Corsair Vengeance RGB Pro SL,16.0,4,3600,2,8,10.0,18.0
Corsair Vengeance LPX,8.0,4,3000,1,8,10.667,16.0
TEAMGROUP T-Force Xtreem ARGB,32.0,4,3600,2,16,10.0,18.0
TEAMGROUP Xtreem,48.0,5,8200,2,24,9.268,38.0
Corsair Vengeance RGB,64.0,4,3000,4,16,10.667,16.0
Corsair Vengeance RGB,32.0,5,6600,2,16,11.515,38.0
Klevv CRAS XR5 RGB,32.0,5,7200,2,16,10.0,36.0
Silicon Power XPOWER Zenith RGB Gaming,32.0,5,6000,2,16,10.0,30.0
G.Skill Ripjaws V,64.0,4,4000,2,32,9.0,18.0
OLOy Blade RGB,32.0,4,3600,2,16,10.0,18.0
Kingston ValueRAM,8.0,4,2666,1,8,14.254,19.0
G.Skill Trident Z5 Neo RGB,48.0,5,6400,2,24,10.0,32.0
Kingston FURY Beast,16.0,5,5600,2,8,14.286,40.0
TEAMGROUP T-Force Delta RGB,64.0,4,3600,2,32,10.0,18.0
G.Skill Trident Z RGB,32.0,4,3600,2,16,8.889,16.0
Corsair Dominator Titanium,64.0,5,6400,2,32,10.0,32.0
G.Skill Aegis,8.0,4,3000,1,8,10.667,16.0
Patriot Viper Steel,8.0,4,3200,1,8,10.0,16.0
Corsair Vengeance LPX,16.0,4,2400,1,16,11.667,14.0
Kingston FURY Beast,8.0,5,6000,1,8,13.333,40.0
Crucial Ballistix Sport,1.0,3,1600,1,1,12.5,10.0
Corsair Vengeance,96.0,5,6000,4,24,10.0,30.0
Lexar THOR,16.0,4,3600,2,8,10.0,18.0
G.Skill Ripjaws V,128.0,4,2666,4,32,13.503,18.0
Corsair Vengeance LPX,8.0,4,2666,2,4,12.003,16.0
Mushkin Enhanced Redline,64.0,5,5600,2,32,10.0,28.0
Corsair Vengeance,32.0,5,6600,2,16,11.515,38.0
TEAMGROUP T-Create Classic,32.0,4,3200,2,16,13.75,22.0
Corsair Vengeance,96.0,5,6800,2,48,11.765,40.0
Corsair Vengeance LPX,128.0,4,3600,4,32,10.0,18.0
ADATA XPG LANCER RGB,16.0,5,5200,1,16,14.615,38.0
G.Skill Trident Z RGB,64.0,4,4000,2,32,9.0,18.0
Patriot Viper Elite 5 RGB,16.0,5,5600,1,16,13.571,38.0
Kingston FURY Beast RGB,16.0,5,5200,2,8,13.846,36.0
TEAMGROUP Elite Plus,16.0,5,5600,1,16,14.286,40.0
Kingston ValueRAM,4.0,2,800,2,2,15.0,6.0
Kingston FURY Beast,64.0,4,3200,2,32,10.0,16.0
G.Skill Ripjaws V,16.0,4,4000,2,8,9.0,18.0
TEAMGROUP T-Create Expert,32.0,5,6400,2,16,12.5,40.0
Mushkin Redline Lumina,64.0,5,6400,2,32,9.375,30.0
G.Skill Trident Z Neo,32.0,4,4000,2,16,9.0,18.0
G.Skill Trident Z Royal,32.0,4,4000,2,16,9.0,18.0
G.Skill Trident Z5 Neo RGB,32.0,5,5600,2,16,10.0,28.0
PNY XLR8 Gaming EPIC-X RGB,16.0,4,3200,2,8,10.0,16.0
Patriot Viper Elite II,16.0,4,2666,1,16,12.003,16.0
Patriot Signature,8.0,3,1333,1,8,13.503,9.0
Kingston FURY Beast,32.0,4,3200,1,32,10.0,16.0
Kingston Fury Renegade RGB,32.0,5,6000,2,16,10.667,32.0
Timetec 75TT133U2R8-8G,8.0,3,1333,1,8,13.503,9.0
TEAMGROUP T-Create Expert,64.0,4,3200,2,32,10.0,16.0
Kingston HyperX Fury RGB,16.0,4,3200,2,8,10.0,16.0
Patriot Viper Steel,32.0,4,3600,2,16,10.0,18.0
TEAMGROUP Elite,32.0,5,5200,2,16,16.154,42.0
Crucial Classic,8.0,5,5200,1,8,16.154,42.0
TEAMGROUP T-Force Vulcan Z,64.0,4,3600,2,32,10.0,18.0
Samsung M393A8G40MB2-CVF,64.0,4,2933,1,64,14.32,21.0
Corsair Vengeance LPX,256.0,4,3200,8,32,10.0,16.0
OLOy Blade RGB,32.0,5,8000,2,16,9.0,36.0
TEAMGROUP T-Force Delta RGB,32.0,5,8000,2,16,9.5,38.0
Patriot Viper Elite II,8.0,4,2666,1,8,12.003,16.0
Lexar Ares RGB,32.0,5,5600,2,16,11.429,32.0
Corsair CMV4GX4M1A2133C15,4.0,4,2133,1,4,14.065,15.0
Patriot Viper Venom,64.0,5,6400,2,32,10.0,32.0
Samsung M386A4G40DM0-CPB,32.0,4,2133,1,32,14.065,15.0
Corsair Vengeance LPX,8.0,4,3200,1,8,10.0,16.0
Corsair Dominator Platinum RGB,32.0,4,3600,4,8,10.0,18.0
Kingston Kingston Fury Red 16GB (2x8GB) DDR4 PC4-21300C16 2666MHz Dual Channel Kit (HX426C16FR2K2/16),16.0,4,2666,2,8,12.003,16.0
G.Skill Ripjaws S5,48.0,5,6400,2,24,11.25,36.0
Lexar Hades OC,32.0,4,3600,2,16,10.0,18.0
Patriot Viper Elite II,32.0,4,4000,2,16,10.0,20.0
Corsair Vengeance LPX,32.0,4,2400,2,16,11.667,14.0
G.Skill Aegis,8.0,4,3200,1,8,10.0,16.0
TEAMGROUP T-Force Delta RGB,48.0,5,7200,2,24,9.444,34.0
PNY XLR8,32.0,4,3600,2,16,10.0,18.0
Gigabyte AORUS RGB,16.0,4,3733,2,8,9.644,18.0
Crucial CT2K16G56C46U5,32.0,5,5600,2,16,16.429,46.0
Corsair Dominator Platinum RGB,64.0,5,6600,2,32,9.697,32.0
Corsair Vengeance LPX,4.0,4,2400,1,4,13.333,16.0
Kingston FURY Beast,16.0,5,6000,1,16,12.0,36.0
Patriot Signature Line,16.0,4,2666,1,16,14.254,19.0
Corsair CMV8GX4M1A2133C15,8.0,4,2133,1,8,14.065,15.0
Crucial Ballistix MAX,16.0,4,5100,2,8,7.451,19.0
Patriot Signature Line,16.0,5,4800,1,16,16.667,40.0
Crucial CT16G56C46U5,16.0,5,5600,1,16,16.429,46.0
Kingston HyperX Fury,16.0,3,1600,2,8,12.5,10.0
Thermaltake TOUGHRAM XG RGB D5,32.0,5,6000,2,16,12.0,36.0
Mushkin Redline Lumina,32.0,5,6400,2,16,9.375,30.0
TEAMGROUP T-Force Delta RGB,32.0,5,7800,2,16,9.744,38.0
Kingston FURY Beast,64.0,5,5600,2,32,14.286,40.0
Corsair Vengeance,64.0,5,6000,4,16,12.0,36.0
G.Skill TridentZ RGB,64.0,4,4600,2,32,8.696,20.0
Kingston FURY Renegade,32.0,5,6000,2,16,10.667,32.0
Patriot Viper Steel,16.0,4,3600,2,8,10.0,18.0
Crucial CT2K32G48C40U5,64.0,5,4800,2,32,16.667,40.0
Corsair Vengeance,8.0,3,1600,2,4,11.25,9.0
TEAMGROUP Elite,8.0,4,3200,1,8,13.75,22.0
Corsair Vengeance RGB Pro SL,32.0,4,3600,4,8,10.0,18.0
Corsair Dominator Platinum RGB,64.0,5,5200,2,32,15.385,40.0
ADATA XPG SPECTRIX D41,16.0,4,3200,2,8,10.0,16.0
G.Skill Trident Z5 RGB,48.0,5,7200,2,24,10.0,36.0
Kingston FURY Renegade,64.0,5,6000,2,32,10.667,32.0
Corsair Vengeance RGB Pro,128.0,4,3600,4,32,10.0,18.0
Patriot Viper Steel RGB,32.0,4,3600,1,32,11.111,20.0
Patriot Viper Xtreme 5,32.0,5,7600,2,16,9.474,36.0
Corsair Vengeance RGB,96.0,5,5600,2,48,14.286,40.0
G.Skill Trident Z Royal,128.0,4,3600,8,16,7.778,14.0
Crucial CT32G48C40U5,32.0,5,4800,1,32,16.667,40.0
Corsair Vengeance RGB Pro SL,32.0,4,3200,2,16,10.0,16.0
Thermaltake TOUGHRAM XG RGB,64.0,4,4000,2,32,9.5,19.0
Silicon Power XPOWER Zenith RGB Gaming,64.0,5,6000,2,32,10.0,30.0
OLOy Blade RGB,32.0,5,6000,2,16,12.0,36.0
ADATA XPG LANCER RGB,32.0,5,7200,2,16,9.444,34.0
ADATA XPG LANCER RGB,32.0,5,5200,2,16,14.615,38.0
Corsair Vengeance RGB,32.0,5,7000,2,16,10.286,36.0
Corsair Dominator Platinum RGB,32.0,5,6600,2,16,9.697,32.0
G.Skill Aegis,16.0,4,3200,1,16,10.0,16.0
Patriot Viper Venom,32.0,5,7200,2,16,9.444,34.0
G.Skill Value,8.0,4,2400,2,4,14.167,17.0
Kingston FURY Beast,32.0,5,6000,1,32,12.0,36.0
ADATA XPG SPECTRIX D50,32.0,4,3200,2,16,10.0,16.0
Kingston FURY Beast RGB,16.0,5,4800,2,8,15.833,38.0
TEAMGROUP Elite,8.0,4,2666,1,8,14.254,19.0
Patriot Viper 4 Blackout,64.0,4,3200,2,32,10.0,16.0
Kingston FURY Beast,32.0,5,5200,2,16,13.846,36.0
Kingston FURY Beast RGB,32.0,4,3600,2,16,10.0,18.0
Corsair Vengeance LPX,256.0,4,3600,8,32,10.0,18.0
G.Skill Trident Z RGB,32.0,4,3200,2,16,8.75,14.0
Silicon Power XPOWER Zenith RGB Gaming,32.0,4,3200,2,16,10.0,16.0
Corsair Vengeance RGB,64.0,5,6400,4,16,10.0,32.0
G.Skill Trident Z5 Neo RGB,64.0,5,6000,2,32,10.667,32.0
TEAMGROUP T-Force Delta RGB,32.0,5,6800,2,16,10.0,34.0
Crucial CT2K32G4LFQ4213,64.0,4,2133,2,32,14.065,15.0
G.Skill Trident Z5 Neo RGB,32.0,5,6000,2,16,10.667,32.0
Corsair Vengeance RGB,32.0,5,6600,2,16,9.697,32.0
PNY XLR8 Gaming EPIC-X RGB,16.0,4,3600,2,8,10.0,18.0
ADATA XPG GAMMIX D10,8.0,4,3200,1,8,10.0,16.0
Samsung M393A2G40EB1-CRC,16.0,4,2400,1,16,14.167,17.0
Corsair Vengeance LPX,32.0,4,3000,2,16,10.667,16.0
Klevv CRAS X RGB,16.0,4,3600,2,8,10.0,18.0
Kingston FURY Renegade,48.0,5,6000,1,48,10.667,32.0
Corsair Vengeance RGB,32.0,5,5600,2,16,12.857,36.0
V-Color TRA564G60D436O,512.0,5,6000,8,64,12.0,36.0
ADATA XPG Z1,16.0,4,3200,2,8,10.0,16.0
G.Skill Flare X5,64.0,5,5600,2,32,12.857,36.0
TEAMGROUP T-Force Vulcan,16.0,5,5600,2,8,14.286,40.0
Silicon Power XPOWER Turbine RGB,32.0,4,3200,2,16,10.0,16.0
Crucial CT2K16G4DFRA32A,32.0,4,3200,2,16,13.75,22.0
G.Skill F5-5600J2834F32GX2-TZ5RK,64.0,5,5600,2,32,10.0,28.0
Lexar THOR,32.0,4,3600,2,16,10.0,18.0
Corsair Vengeance RGB,96.0,5,6000,4,24,10.0,30.0
Corsair Dominator Titanium,48.0,5,7000,2,24,10.286,36.0
G.Skill Ripjaws V,64.0,4,3200,2,32,10.0,16.0
TEAMGROUP T-Force Delta RGB,32.0,5,7000,2,16,9.714,34.0
Corsair Vengeance RGB Pro,16.0,4,3600,1,16,10.0,18.0
Patriot Viper Steel,16.0,4,3200,1,16,10.0,16.0
Corsair Vengeance LPX,8.0,4,2666,1,8,12.003,16.0
Patriot Viper Venom,64.0,5,5600,2,32,12.857,36.0
Corsair Vengeance RGB Pro,32.0,4,3600,4,8,10.0,18.0
Corsair ValueSelect,16.0,4,2133,1,16,14.065,15.0
Mushkin Redline,32.0,4,3600,2,16,8.889,16.0
Acer Predator Vesta II RGB,32.0,5,6000,2,16,10.0,30.0
G.Skill Aegis,32.0,4,3200,4,8,10.0,16.0
Kingston KSM48R40BD4TMM-64HMR,64.0,5,4800,1,64,16.667,40.0
Corsair Dominator Platinum RGB,64.0,4,3600,2,32,10.0,18.0
Corsair Vengeance,32.0,5,6200,2,16,10.323,32.0
G.Skill Trident Z5,32.0,5,6400,2,16,10.0,32.0
Kingston FURY Beast,8.0,5,5600,1,8,14.286,40.0
ADATA XPG GAMMIX D20,16.0,4,3200,2,8,10.0,16.0
Silicon Power SP064GBLVU560FD2AD,64.0,5,5600,2,32,16.429,46.0
Corsair Vengeance LPX,16.0,4,2666,1,16,12.003,16.0
TEAMGROUP Elite,16.0,4,2666,2,8,14.254,19.0
Kingston HyperX Fury,16.0,4,2400,2,8,12.5,15.0
ADATA XPG LANCER RGB,64.0,5,6400,2,32,10.0,32.0
SK Hynix HMA81GU6MFR8N-UH,8.0,4,2400,1,8,14.167,17.0
G.Skill Trident Z5,32.0,5,6000,2,16,12.0,36.0
Crucial CT4G4DFS8213,4.0,4,2133,1,4,14.065,15.0
ADATA XPG LANCER,16.0,5,5200,2,8,14.615,38.0
Kingston HyperX Fury,8.0,3,1600,2,4,12.5,10.0
Corsair Vengeance RGB,48.0,5,6000,2,24,12.0,36.0
Patriot Signature Line,16.0,5,4800,2,8,16.667,40.0
Corsair Vengeance RGB Pro,256.0,4,3200,8,32,10.0,16.0
Kingston FURY Beast RGB,16.0,5,6000,1,16,12.0,36.0
Patriot Viper Elite II,16.0,4,3200,1,16,11.25,18.0
G.Skill Trident Z RGB,16.0,4,4000,2,8,9.0,18.0
Corsair Dominator Platinum RGB,32.0,5,7200,2,16,9.444,34.0
G.Skill Trident Z5 Neo RGB,32.0,5,6000,2,16,12.0,36.0
V-Color XSky RGB,32.0,5,6000,2,16,12.0,36.0
Kingston Server Premier,32.0,4,2666,1,32,14.254,19.0
G.Skill Ripjaws S5,32.0,5,5200,2,16,13.846,36.0
Patriot Viper Xtreme 5,48.0,5,8200,2,24,9.268,38.0
G.Skill Trident Z Neo,128.0,4,3600,4,32,8.889,16.0
Kingston FURY Beast RGB,32.0,5,5200,2,16,15.385,40.0
G.Skill Trident Z RGB,16.0,4,3600,2,8,8.889,16.0
G.Skill Flare X5,64.0,5,5200,2,32,13.846,36.0
Corsair Vengeance,64.0,5,6200,4,16,10.323,32.0
G.Skill Trident Z RGB,64.0,4,4400,2,32,8.636,19.0
Crucial CT102464BD160B,8.0,3,1600,1,8,13.75,11.0
Corsair Dominator Titanium,48.0,5,6000,2,24,10.0,30.0
Kingston FURY,16.0,5,5200,1,16,15.385,40.0
Corsair Vengeance RGB RS,32.0,4,3600,2,16,10.0,18.0
OLOy ND4U1632161DJ0DA,32.0,4,3200,2,16,10.0,16.0
TEAMGROUP Elite,32.0,4,3200,1,32,13.75,22.0
G.Skill Ripjaws V,32.0,4,3600,4,8,8.889,16.0
G.Skill Ripjaws V,64.0,4,3600,4,16,10.0,18.0
Corsair Vengeance RGB,32.0,5,7000,2,16,11.429,40.0
Patriot Viper Elite 5 RGB,16.0,5,6000,1,16,14.0,42.0
Corsair Dominator Platinum,32.0,4,3466,2,16,9.233,16.0
Corsair Vengeance RGB Pro,16.0,4,3000,2,8,10.667,16.0
G.Skill Trident Z Neo,64.0,4,3600,2,32,8.889,16.0
Kingston Server Premier,16.0,4,3200,1,16,13.75,22.0
Patriot Viper 4 Blackout,8.0,4,3200,2,4,11.875,19.0
Kingston FURY Beast,32.0,5,6000,2,16,13.333,40.0
ADATA XPG LANCER,32.0,5,5200,2,16,14.615,38.0
Patriot Viper Elite II,16.0,4,4000,1,16,10.0,20.0
TEAMGROUP T-Force Xtreem ARGB,16.0,4,3600,2,8,10.0,18.0
Corsair Vengeance LPX,8.0,4,2400,2,4,13.333,16.0
G.Skill Ripjaws V,128.0,4,3200,4,32,10.0,16.0
ADATA Premier,16.0,5,4800,1,16,16.667,40.0
G.Skill Trident Z5 RGB,64.0,5,5600,2,32,10.0,28.0
Corsair Vengeance LP,32.0,3,1600,4,8,11.25,9.0
Patriot Viper Elite 5 RGB,48.0,5,6000,2,24,14.0,42.0
Mushkin Redline Lumina White,32.0,5,6400,2,16,9.375,30.0
G.Skill Value,4.0,3,1600,1,4,13.75,11.0
Corsair Dominator Platinum RGB,64.0,5,6000,2,32,13.333,40.0
Timetec PINNACLE Konduit,16.0,4,3600,1,16,10.0,18.0
Patriot Viper Steel,64.0,4,3600,2,32,10.0,18.0
TEAMGROUP T-Force Delta RGB,64.0,4,3200,2,32,10.0,16.0
Lexar Ares RGB,32.0,4,3600,2,16,10.0,18.0
GeIL Dragon RAM,16.0,4,3200,2,8,9.375,15.0
Patriot Viper 3,16.0,3,1600,2,8,11.25,9.0
G.Skill Ripjaws V,32.0,4,3200,1,32,10.0,16.0
G.Skill Trident Z Neo,32.0,4,3600,4,8,10.0,18.0
Corsair Vengeance,32.0,5,7000,2,16,11.429,40.0
Patriot Viper 4 Blackout,8.0,4,3000,2,4,10.667,16.0
TEAMGROUP T-Force DELTAα RGB,16.0,5,5200,2,8,14.615,38.0
G.Skill Ripjaws V,128.0,4,3600,4,32,10.0,18.0
G.Skill Trident Z Neo,32.0,4,3600,2,16,10.0,18.0
Klevv CRAS X RGB,32.0,4,3200,2,16,10.0,16.0
Kingston Fury Beast RGB Special Edition,32.0,4,3600,2,16,10.0,18.0
Corsair Vengeance RGB Pro SL,32.0,4,4000,2,16,9.0,18.0
TEAMGROUP Elite Plus,32.0,5,4800,1,32,16.667,40.0
ADATA XPG SPECTRIX D50,16.0,4,3600,2,8,10.0,18.0
Corsair Vengeance RGB,48.0,5,6000,2,24,10.0,30.0
Patriot Signature Premium,16.0,4,2666,2,8,14.254,19.0
Kingston HyperX Fury,16.0,4,2133,2,8,13.127,14.0
Lexar Ares RGB,32.0,5,7200,2,16,9.444,34.0
Corsair Dominator Platinum RGB,32.0,5,6000,2,16,12.0,36.0
TEAMGROUP Elite,32.0,4,2666,2,16,14.254,19.0
TEAMGROUP Elite,16.0,4,2666,1,16,14.254,19.0
TEAMGROUP T-Force Vulcan Z,8.0,4,3200,1,8,10.0,16.0
Corsair Dominator Titanium First Edition,48.0,5,7200,2,24,10.0,36.0
Corsair Vengeance LPX,8.0,4,3600,1,8,10.0,18.0
Corsair Vengeance,48.0,5,5200,2,24,14.615,38.0
G.Skill Trident Z Royal,128.0,4,3600,4,32,8.889,16.0
Crucial Ballistix,16.0,4,3000,2,8,10.0,15.0
Timetec FBA_75TT160UL1R8-4G,16.0,3,1600,2,8,13.75,11.0
Kingston FURY Beast,64.0,5,5200,2,32,15.385,40.0
G.Skill TridentZ RGB,16.0,4,4000,2,8,8.5,17.0
Corsair Dominator Platinum RGB,64.0,5,6400,2,32,10.0,32.0
Corsair Dominator Titanium First Edition,64.0,5,6000,2,32,10.0,30.0
Corsair Vengeance RGB,96.0,5,6400,2,48,10.0,32.0
Patriot Viper Elite II,8.0,4,3200,1,8,11.25,18.0
Corsair Vengeance LPX,16.0,4,3200,1,16,10.0,16.0
G.Skill Ripjaws V,64.0,4,2800,4,16,10.0,14.0
Corsair Dominator Platinum RGB,16.0,4,3600,2,8,10.0,18.0
TEAMGROUP T-Create Classic,64.0,5,5600,2,32,16.429,46.0
Kingston ValueRAM,1.0,2,667,1,1,14.993,5.0
Klevv CRAS V RGB,32.0,5,6000,2,16,10.0,30.0
Patriot Viper Venom,32.0,5,7400,2,16,9.73,36.0
TEAMGROUP T-Force Vulcan alpha,32.0,5,6000,2,16,12.667,38.0
G.Skill Trident Z5 RGB,32.0,5,6600,2,16,10.303,34.0
Crucial CT8G4DFS8266,8.0,4,2666,1,8,14.254,19.0
Corsair Vengeance RGB Pro,8.0,4,3200,1,8,10.0,16.0
Patriot Viper Elite II,64.0,4,3600,2,32,11.111,20.0
ADATA XPG GAMMIX D20,32.0,4,3200,2,16,10.0,16.0
Corsair Vengeance LPX,16.0,4,3600,1,16,10.0,18.0
Patriot Viper Venom RGB,32.0,5,6000,2,16,12.0,36.0
Kingston HyperX Fury,16.0,4,2666,1,16,12.003,16.0
Silicon Power XPOWER Turbine RGB,16.0,4,3200,2,8,10.0,16.0
Patriot Viper Elite 5 RGB,32.0,5,7000,2,16,10.857,38.0
Kingston KTH-PL426LQ/64G,64.0,4,2666,1,64,14.254,19.0
G.Skill Ripjaws V,32.0,4,3600,2,16,10.556,19.0
G.Skill Trident Z Royal,64.0,4,3600,2,32,10.0,18.0
G.Skill Trident Z5 Neo RGB,96.0,5,5600,2,48,14.286,40.0
Corsair Vengeance RGB,64.0,5,5600,2,32,12.857,36.0
G.Skill TridentZ RGB,256.0,4,3200,8,32,8.75,14.0
Corsair Vengeance LPX,64.0,4,3600,4,16,10.0,18.0
G.Skill Ripjaws S5,64.0,5,6000,2,32,12.0,36.0
OLOy Blade RGB,32.0,5,6400,2,16,11.25,36.0
Corsair Vengeance,32.0,5,6800,2,16,11.765,40.0
Patriot Viper 3,8.0,3,1600,2,4,11.25,9.0
Crucial Ballistix Sport LT,16.0,4,3200,2,8,10.0,16.0
Mushkin Enhanced Redline Stiletto,32.0,4,3600,2,16,8.889,16.0
Klevv BOLT X,32.0,4,3600,2,16,10.0,18.0
Corsair Dominator Titanium First Edition,32.0,5,7200,2,16,9.444,34.0
Corsair Vengeance RGB,96.0,5,5200,2,48,14.615,38.0
TEAMGROUP T-Force Vulcan Z,16.0,4,3600,1,16,10.0,18.0
G.Skill Trident Z Neo,64.0,4,3600,2,32,10.0,18.0
Mushkin Redline ST,32.0,5,6000,2,16,10.0,30.0
Corsair Dominator Platinum RGB,32.0,5,6400,2,16,10.0,32.0
Patriot Viper 4 Blackout,16.0,4,3200,2,8,10.0,16.0
Kingston FURY Beast,16.0,5,4800,1,16,15.833,38.0
G.Skill Trident Z5,64.0,5,6000,2,32,10.667,32.0
PROXMEM SPEAR,32.0,5,5600,2,16,12.857,36.0
TEAMGROUP T-Force Delta RGB,32.0,5,7600,2,16,9.474,36.0
TEAMGROUP T-Force Vulcan TUF Gaming Alliance,16.0,4,3200,2,8,10.0,16.0
G.Skill Trident Z5,64.0,5,6000,2,32,10.0,30.0
G.Skill Ripjaws S5,64.0,5,5600,2,32,12.857,36.0
Corsair Vengeance RGB,32.0,5,6800,2,16,11.765,40.0
G.Skill Ripjaws 4,16.0,4,3000,2,8,10.0,15.0
G.Skill Ripjaws Z,32.0,3,1600,4,8,12.5,10.0
ADATA XPG GAMMIX D10,16.0,4,3200,2,8,10.0,16.0
G.Skill Trident Z RGB,16.0,4,3000,2,8,10.667,16.0
Klevv CRAS X RGB,16.0,4,3200,2,8,10.0,16.0
Klevv CRAS X RGB,32.0,4,3600,2,16,10.0,18.0
Patriot Viper Elite II,32.0,4,3200,1,32,11.25,18.0
Patriot Viper Steel,8.0,4,3000,1,8,10.667,16.0
Crucial CT2K8G4DFS8266,16.0,4,2666,2,8,14.254,19.0
Kingston FURY Beast,16.0,4,2666,2,8,12.003,16.0
G.Skill Flare X5,32.0,5,5200,2,16,13.846,36.0
Crucial CT32G4DFD832A,32.0,4,3200,1,32,13.75,22.0
Kingston FURY Beast RGB,64.0,5,5600,2,32,14.286,40.0
Crucial CT8G4DFRA266,8.0,4,2666,1,8,14.254,19.0
Crucial Ballistix,32.0,4,3600,2,16,8.889,16.0
TEAMGROUP T-Force Zeus,32.0,4,3200,2,16,10.0,16.0
G.Skill Ripjaws V,8.0,4,3200,2,4,10.0,16.0
Crucial CT102472BA186D,8.0,3,1866,1,8,13.934,13.0
G.Skill Ripjaws V,64.0,4,3000,4,16,9.333,14.0
TEAMGROUP T-Force Xtreem ARGB,32.0,4,3600,2,16,7.778,14.0
Kingston FURY Beast,64.0,4,3600,2,32,10.0,18.0
G.Skill Aegis,16.0,4,2133,1,16,14.065,15.0
Kingston FURY Renegade,96.0,5,6000,2,48,10.667,32.0
G.Skill Trident Z RGB,64.0,4,3600,4,16,7.778,14.0
Corsair Dominator Platinum RGB,64.0,4,3600,4,16,10.0,18.0
Corsair Vengeance,32.0,5,5600,1,32,14.286,40.0
Patriot Viper Venom,32.0,5,6200,2,16,12.903,40.0
Corsair Vengeance RGB RS,16.0,4,3600,2,8,10.0,18.0
Patriot Signature Premium,8.0,4,2666,1,8,14.254,19.0
Kingston FURY Beast RGB,8.0,4,3200,1,8,10.0,16.0
Kingston Fury Renegade RGB,96.0,5,6400,2,48,10.0,32.0
G.Skill Ripjaws V,32.0,4,4600,2,16,8.261,19.0
G.Skill Trident Z5 RGB,48.0,5,6400,2,24,10.0,32.0
Kingston Fury Renegade RGB,64.0,5,6400,2,32,10.0,32.0
Corsair Vengeance LPX,32.0,4,3000,1,32,10.667,16.0
Patriot Viper Elite 5 RGB,32.0,5,5600,1,32,13.571,38.0
Gigabyte AORUS,32.0,5,5200,2,16,15.385,40.0
OCZ Fatal1ty Edition,4.0,2,800,2,2,12.5,5.0
ADATA XPG LANCER RGB,32.0,5,6000,2,16,10.0,30.0
Corsair Vengeance RGB Pro SL,32.0,4,3200,4,8,10.0,16.0
G.Skill Ripjaws V,128.0,4,4000,4,32,9.0,18.0
GeIL Orion AMD Edition,16.0,4,3200,2,8,10.0,16.0
Corsair Vengeance,64.0,5,6400,4,16,10.0,32.0
Corsair Vengeance,32.0,5,7000,2,16,9.714,34.0
Patriot Viper Steel RGB,16.0,4,3600,2,8,11.111,20.0
GOODRAM IRDM PRO,8.0,4,3600,1,8,10.0,18.0
ADATA XPG GAMMIX D10,16.0,4,3000,2,8,10.667,16.0
PNY XLR8 Gaming MAKO,32.0,5,5600,2,16,12.857,36.0
Klevv CRAS V RGB,32.0,5,6400,2,16,10.0,32.0
Corsair Vengeance LPX,64.0,4,4000,4,16,9.0,18.0
Kingston Fury Renegade RGB,16.0,5,6000,1,16,10.667,32.0
Patriot Viper Xtreme 5 RGB,48.0,5,8000,2,24,9.5,38.0
Kingston FURY Beast,64.0,5,6000,2,32,13.333,40.0
G.Skill Flare X5,96.0,5,5600,2,48,14.286,40.0
Kingston FURY Beast RGB,32.0,5,6000,2,16,13.333,40.0
Corsair Vengeance LPX,16.0,4,4000,2,8,9.5,19.0
TEAMGROUP T-Force Dark Za,16.0,4,3600,2,8,10.0,18.0
Corsair Vengeance,32.0,5,6200,2,16,11.613,36.0
PNY XLR8 Gaming EPIC-X RGB,32.0,4,3200,2,16,10.0,16.0
Kingston FURY Beast,8.0,5,4800,1,8,15.833,38.0
PNY XLR8 Gaming MAKO,16.0,5,6000,1,16,12.0,36.0
OLOy WarHawk RGB,16.0,4,3600,2,8,10.0,18.0
G.Skill Trident Z5 RGB,48.0,5,6400,2,24,11.25,36.0
Corsair Vengeance,48.0,5,7000,2,24,11.429,40.0
Patriot Viper Steel RGB,32.0,4,3600,2,16,11.111,20.0
GeIL Polaris RGB,32.0,5,6400,2,16,11.875,38.0
G.Skill Aegis,32.0,4,2666,2,16,14.254,19.0
Kingston FURY Renegade,32.0,5,7200,2,16,10.556,38.0
Kingston FURY Beast,32.0,5,5600,2,16,14.286,40.0
Kingston HyperX Predator,16.0,4,3200,2,8,10.0,16.0
Crucial Ballistix,8.0,4,3600,1,8,8.889,16.0
G.Skill Trident Z,16.0,4,3200,2,8,10.0,16.0
