name,capacity,rpm,cache,form_factor,interface
Seagate ST2000NX0343,2000.0,7200.0,128.0,2.5,SAS 12.0 Gb/s
Seagate ST2000NM0014,2000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Toshiba MK1661GSYB,160.0,7200.0,16.0,3.5,SATA 3.0 Gb/s
Hitachi Ultrastar 7K6000,4000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Seagate ST1000NX0363,1000.0,7200.0,128.0,2.5,SAS 12.0 Gb/s
Seagate ST1000NX0373,1000.0,7200.0,128.0,2.5,SAS 12.0 Gb/s
Seagate ST2000NX0323,2000.0,7200.0,128.0,2.5,SAS 12.0 Gb/s
Toshiba PH3600U-1I72,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar C10K900,450.0,10000.0,64.0,2.5,SAS 6.0 Gb/s
Seagate ST1200MM0158,1200.0,10000.0,128.0,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar C10K1800,600.0,10500.0,128.0,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar Archive Ha10,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba L200,500.0,5400.0,8.0,2.5,SATA 3.0 Gb/s
Seagate ST6000VN0021,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi HDS723020ALA640,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Seagate Momentus 5400.3,40.0,5400.0,8.0,2.5,PATA 44-Pin 100
Hitachi LYSB00TQ7YJ4G-ELECTRNCS,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Hitachi Deskstar NAS,8000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba N300,8000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise NAS,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda ES,250.0,7200.0,16.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,900.0,10500.0,128.0,2.5,SAS 12.0 Gb/s
Hitachi HGST Ultrastar C10K1800 HUC101830CSS200 (0B28810) 300GB 10520 RPM,300.0,10500.0,128.0,2.5,SAS 12.0 Gb/s
Hitachi Ultrastar,6000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar,4000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar,2000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi 0F22941,4000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi 0F23006,4000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi 0F23090,4000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He8,6000.0,7200.0,128.0,3.5,SAS 12.0 Gb/s
Hitachi Ultra,8000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi 0F27406,8000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Hitachi Ultrastar He10,8000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Toshiba N300,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate Enterprise Performance,300.0,10000.0,128.0,2.5,SAS 12.0 Gb/s
Western Digital AV,320.0,5400.0,,2.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,6000.0,7200.0,256.0,3.5,SAS 6.0 Gb/s
Seagate Enterprise Capacity,8000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,6000.0,7200.0,256.0,3.5,SAS 12.0 Gb/s
Seagate Enterprise Performance,600.0,10000.0,128.0,2.5,SAS 12.0 Gb/s
Toshiba S300,5000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba HDEPR11GEA51,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba HDEPR13GEA51,2000.0,7200.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba HDETR11,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Seagate SkyHawk AI,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba HDETS10,6000.0,7200.0,,3.5,SATA 6.0 Gb/s
Toshiba MG05ACA800E,8000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Hitachi Travelstar Z5K500,500.0,5400.0,,2.5,SATA 6.0 Gb/s
Seagate ST500LM033,500.0,5400.0,,2.5,SATA 6.0 Gb/s
Toshiba MG08,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 4Kn,2000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 4Kn,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 4Kn,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 4Kn,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8 4Kn,2000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8 4Kn,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8 512n,1000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8 512n,3000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8 512n,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba S300,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD032V,320.0,5400.0,,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABD025V,250.0,5400.0,,2.5,SATA 6.0 Gb/s
Toshiba MG07ACA12TA,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG06ACA10TA,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG06ACA800A,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG05ACA800A,8000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG06ACA600A,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA600A,6000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA500A,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA400A,4000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA300A,3000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA500E,5000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA300E,3000.0,7200.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA400A,4000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA600A,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MG08ADA800A,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Seagate Barracuda ES.2,250.0,7200.0,32.0,3.5,SATA 3.0 Gb/s
Toshiba MG09 512e,20000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn,20000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SIE,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SIE,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SED,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SIE,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SED,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SED,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SIE,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SIE,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SED,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SED,14000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SIE,12000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SIE,12000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SED,12000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SED,12000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SIE,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 512e SIE,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MG09 4Kn SED,10000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MN,20000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MN,18000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MN,16000.0,7200.0,512.0,3.5,SATA 6.0 Gb/s
Toshiba MN,14000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MN,12000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MN,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MN,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MN,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MD06-V,6000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MD06-V,8000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MD06-V,10000.0,7200.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba MD04-V,5000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba MD04-V,4000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba DT02-VH,6000.0,5400.0,256.0,3.5,SATA 6.0 Gb/s
Toshiba DT02-V,6000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba DT01-V,2000.0,5940.0,64.0,3.5,SATA 6.0 Gb/s
Toshiba DT01-V,500.0,5940.0,32.0,3.5,SATA 6.0 Gb/s
Toshiba DT02,2000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
Toshiba DT02,6000.0,5400.0,128.0,3.5,SATA 6.0 Gb/s
